Borough,NTAName,SiteName,SiteAddr,Hosted_By,Open_Month,Day_Hours,Notes,Website,BoroCD,CouncilDis,ct2010,BBL,BIN,Latitude,Longitude,PolicePrec,Object ID,Location Point
Brooklyn,Bensonhurst,Bay Parkway at 86th Street,Near NE corner of Bay Parkway and 86th Street (Off Bay Parkway D Subways station between 85th and 86th Streets),NYC Compost Project Hosted by LES Ecology Center,Year Round,Tuesdays (Start Time: 10:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,311,43,,,,40.60221,-73.9938325,62,6769,POINT (-73.9938325 40.60221)
Manhattan,Harlem (North),134th Street Farm,118 W 134th St,Harlem Grown,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),"Not accepted: meat, bones, or dairy",www.harlemgrown.org/volunteer,110,9,,,,40.8138017,-73.9428691,32,6789,POINT (-73.9428691 40.8138017)
Manhattan,Tribeca-Civic Center,Tribeca Greenmarket,Greenwich St. & Duane St,GrowNYC,Year Round,Saturdays (Start Time: 8:00 AM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,101,1,,,,40.717424,-74.010793,1,6720,POINT (-74.010793 40.717424)
Brooklyn,Crown Heights (North),NE Schenectady Avenue & Dean Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,36,,,,,,77,6852,
Manhattan,Manhattanville-West Harlem,NE Corner Amsterdam Avenue & W 133 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,109,7,,,,,,26,6757,
Brooklyn,Bedford-Stuyvesant (East),SW Patchen Avenue & Monroe Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,,,,,,81,6830,
Manhattan,Chinatown-Two Bridges,East Broadway & Rutgers Street,"East side of Rutgers St b/w East Broadway & Canal St, on the west side of Straus Sq",NYC Compost Project Hosted by LES Ecology Center,Year Round,Thursdays (Start Time: 9:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,103,1,,,,40.714243,-73.990163,7,6725,POINT (-73.990163 40.714243)
Queens,Astoria (Central),NW 31st Street & Broadway,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,,,,,,114,7053,
Queens,Kew Gardens,Kew Gardens Food Scrap Drop-off,Metropolitan Ave & Audley St,GrowNYC,Year Round,Thursdays (Start Time: 9:30 AM - End Time:  12:30 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,409,29,,,,40.707626,-73.836079,102,7137,POINT (-73.836079 40.707626)
Staten Island,St. George-New Brighton,H.E.A.L.T.H for Youths Skyline Community Garden,1 Clyde Place,H.E.A.L.T.H for Youths Skyline Community Garden,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),"Not accepted: meat, bones, or dairy",www.health4youths.org,501,49,,,,40.639901,-74.0902865,120,7169,POINT (-74.0902865 40.639901)
Queens,East Elmhurst,East Elmhurst Community School,"26-25 97th St, Queens, NY 11369",East Elmhurst Community School,Year Round,Wednesdays (Start Time: 1:00 PM - End Time:  3:00 PM),"Not accepted: meat, bones, or dairy",,403,21,,,,40.7616519,-73.8720745,115,7021,POINT (-73.8720745 40.7616519)
Brooklyn,Downtown Brooklyn-DUMBO-Boerum Hill,Brooklyn Borough Hall Saturday Greenmarket,Court St. and Montague St.,GrowNYC,Year Round,Saturdays (Start Time: 8:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,302,33,,,,40.693609,-73.990261,84,6984,POINT (-73.990261 40.693609)
Bronx,Norwood,NE East Mosholu Parkway North & Van Cortlandt Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,207,11,,,,,,52,7116,
Bronx,Kingsbridge-Marble Hill,Spuyten Duyvil PreSchool,3041 Kingsbridge Avenue,Spuyten Duyvil PreSchool,September - June,Fridays (Start Time: 8:00 AM - End Time:  12:00 PM),"Remove all plastic, stickers and zip ties before dropping off food scraps. Not accepted: meat, bones, or dairy",www.spuytenduyvilpreschool.org,208,11,,,,40.879247,-73.90727,50,7122,POINT (-73.90727 40.879247)
Bronx,Soundview-Bruckner-Bronx River,NW Bruckner Boulevard & Evergreen Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,209,17,,,,,,43,7006,
Manhattan,Washington Heights (North),CLOSED 3/29/23: 181st Street Food Scrap Drop-off,"W 181st St & Fort Washington Ave, New York, NY 10033",GrowNYC,Year Round,Thursdays (Start Time: 8:00 AM - End Time:  12:30 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,112,10,,,,40.850947,-73.938068,34,6907,POINT (-73.938068 40.850947)
Manhattan,Hamilton Heights-Sugar Hill,Frank White Memorial Garden,"506 West 143rd Street, New York, NY 10031",Brotherhood/Sister Sol,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),"Garden staff will be available for questions or concerns from 10am-6pm. Not accepted: meat, bones, or dairy",www.brotherhood-sistersol.org,109,7,,,,40.824235,-73.94983,30,6742,POINT (-73.94983 40.824235)
Manhattan,East Harlem (South),Maggie's Magic Garden,"1574 Lexington Ave, New York, NY 10029",Maggie's Magic Garden,Year Round,Every day (Start Time: Dawn - End Time:  Dusk),"Not accepted: meat, bones, or dairy",,111,8,,,,40.7889577,-73.9492012,23,6815,POINT (-73.9492012 40.7889577)
Bronx,Mount Hope,SW Mount Hope Place & Walton Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,205,14,,,,,,46,7094,
Brooklyn,East Flatbush-Erasmus,Rogers / Tilden / Veronica Place Garden,"2601 - 2603 Tilden Avenue, Brooklyn 11226",Rogers / Tilden / Veronica Place Garden,Year Round,Saturdays (Start Time: 10:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",,317,40,,,,40.6472062,-73.9526235,67,7073,POINT (-73.9526235 40.6472062)
Brooklyn,East Williamsburg,Farm To People,"1100 Flushing Ave, Brooklyn, NY 11237",Farm to People,Year Round,"Sundays and Mondays (Start Time: Sunday: 9AM, Monday: 1PM - End Time:  Sunday: 1PM, Monday:7PM)","Not accepted: meat, bones, or dairy",,301,34,,,,40.7054315,-73.9269348,90,6930,POINT (-73.9269348 40.7054315)
Brooklyn,Bushwick (East),NW Central Avenue & Madison Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,,,,,,83,6957,
Brooklyn,Crown Heights (North),NE Franklin Avenue & Lincoln Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,,,,,,77,6862,
Brooklyn,Crown Heights (North),Imani Community Garden,"87-91 Schenectady Ave, Brooklyn, NY 11213",Imani Community Garden,Year Round,Wednesdays and Saturdays (Start Time: Saturdays 11:00AM; Wednesdays 8:00AM - End Time:  Saturdays 1:00PM; Wednesdays 10:00AM),"Not accepted: meat, bones, or dairy",https://www.facebook.com/Imani-Garden-168006109999475/,308,36,,,,40.67623,-73.93295,77,6847,POINT (-73.93295 40.67623)
Queens,Astoria (Central),SE 31st Street & 31st Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,,,,,,114,7062,
Manhattan,Financial District-Battery Park City,Battery Park City Authority Headquarters,75 Battery Place,Battery Park City Authority,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),"Not accepted: meat, bones, or dairy",https://bpca.ny.gov/nature-and-sustainability/sustainability/,101,1,31704,1000167517,1087842,40.7067584,-74.0171557,1,6715,POINT (-74.0171557 40.7067584)
Bronx,Tremont,SW East 179th Street & Clinton Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,206,15,,,,,,48,7101,
Brooklyn,Prospect Heights,NE Underhill Avenue & Bergen Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,,,,,,77,6875,
Brooklyn,Bushwick (East),NE Knickerbocker Avenue & Halsey Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,,,,,,83,6969,
Brooklyn,Bushwick (East),SE Bushwick Avenue & Chauncey Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,,,,,,83,6962,
Manhattan,Upper West Side (Central),79th St. Greenmarket,77th Street between Columbus Ave and Central Park West,GrowNYC,Year Round,Sundays (Start Time: 9:00 AM - End Time:  3:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,107,6,,,,40.780087,-73.974657,20,6730,POINT (-73.974657 40.780087)
Brooklyn,Ocean Hill,Farmers Garden,1899 Bergen Street,Volunteers at Farmers Garden,Seasonal,"Thursdays, Saturdays, and Sundays (Start Time: TH 1PM, SAT&SUN 11AM - End Time:  TH 4PM, SAT & SUN 3PM)","Not accepted: meat, bones, or dairy",,316,41,,,,40.67465,-73.91823,73,6820,POINT (-73.91823 40.67465)
Brooklyn,Bushwick (East),*CLOSED FOR THE SEASON* Bushwick Grows! Community Garden,"1474 Gates Ave, Brooklyn, NY 11237",Volunteers at Bushwick Grows!,"Seasonal, May-November 28",Saturdays (Start Time: 10:00 AM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",riseboro.org,304,37,,,,40.697523,-73.913913,83,6952,POINT (-73.913913 40.697523)
Brooklyn,East New York (North),East New York Farms: Poppa & Momma Jones Historical Garden,"337 Van Siclen Ave, Brooklyn, NY 11207",East New York Farms,March - November,24/7 (Start Time: 24/7 - End Time:  24/7),"Not accepted: meat, bones, or dairy",ucceny.org/enyf-old/compost/,305,42,,,,40.671653,-73.889806,75,7084,POINT (-73.889806 40.671653)
